video_id,video_title,video_description,published_at,duration,view_count,video_like_count,comment_count,channel_id,channel_title,channel_subscriber_count,channel_video_count,channel_country,greenland_only_reason
RaEBpsPho9o,Greenland,,2024-09-01T03:58:46Z,28,75,8,0,UCvtFXLFPlcbJE3p-EdhWHNA,Tongz Kie,5660,20,,title_only_greenland_generic_or_numbers
c1bLC9aEVgk,Greenland,,2024-09-02T03:26:42Z,32,405,7,0,UCuho7HoI2BUZjH2yWnnM8Dw,jyoti singh vlog,1570,893,,title_only_greenland_generic_or_numbers
OIijtDlhdmA,Greenland🌱,,2024-09-05T06:04:20Z,16,444,7,0,UCCXIecmv2EvAXMd0s1hL2sg,lens_art,306,711,,title_only_greenland_generic_or_numbers
EcLYM9Tr0dY,Greenland?,,2024-09-06T05:20:37Z,21,42,1,0,UCISX9Do-V6zorUJzmi4jNbw,Christy Lane,50,17,,title_only_greenland_generic_or_numbers
pwnxjRyjKUQ,Greenland,,2024-09-15T15:20:23Z,55,555,13,0,UCOikTssRjtfP2z_zCPAkE2w,Moto Stoked,66,31,,title_only_greenland_generic_or_numbers
MQMInuHeDHM,Greenland,"世界第一大岛￼格陵兰拥有原始、壮丽的自然美景，展现出独特的北极风光。广袤的冰原覆盖了大部分土地，晶莹剔透的冰川从高耸的冰盖上缓缓流向海洋，形成了巨大的冰山，漂浮在湛蓝的北极海水中。岛屿的海岸线被深邃的峡湾切割，极地的阳光在冰面上折射出耀眼的光芒，令人目眩神迷。

格陵兰的天空宽广而纯净，极光在冬夜中舞动，如彩色的丝绸般流淌在星空下。夏季时，午夜的太阳永不落下，赋予这片冰雪之地一种永恒的光芒。而在沿海的彩色小镇中，房屋散落在冰雪和山丘之间，点缀着这片白色世界，既孤寂又充满宁静的力量。

格陵兰的美是粗犷、神秘、与自然的纯净力量相融合的，令人敬畏和深思。",2024-09-17T16:50:03Z,63,15,1,0,UC2GPikqkoiAMj65JmEKs-mg,Dream catcher,53,127,,title_only_greenland_generic_or_numbers
VlR5dEKniGU,Greenland's,,2024-09-17T19:22:17Z,47,132,5,0,UCoipHvGl10Xj4rf3GA9YSdw,Alamin Dhali,245,143,,title_only_greenland_generic_or_numbers
134PMOy3G5c,#Greenland,,2024-09-19T14:55:18Z,21,50,0,0,UCoTPqQQx1DBW7Ka2toPL40A,Febfest ,81,192,,title_only_greenland_generic_or_numbers
uxh7MXn1DO4,#greenland,,2024-09-20T13:11:43Z,9,10,0,0,UC8Y1RsN9VpMOxsdUZz7tjsQ,Uguess Bouchaa,430,614,,title_only_greenland_generic_or_numbers
XiANH1FDXr0,Greenland,,2024-09-26T18:45:35Z,60,123,3,0,UCIFXO_IPxcyxYmUsmhuNHLw,BASUKA HERBALLIFE,63,182,,title_only_greenland_generic_or_numbers
_FEkQqe3YcA,greenland #shorts,,2024-09-30T05:08:36Z,15,3,,0,UCrEei9gVAjSKoC2SKdyB3yg,ARTO Is Back,277,272,BD,title_only_greenland_generic_or_numbers
T4KdLQHvbFo,#greenland,,2024-10-03T15:35:04Z,14,181,1,0,UC1uC1cSkXNbWpe6rGpJVBEA,Aliza Esser,8070,1685,,title_only_greenland_generic_or_numbers
r5QUA_PfpDI,GREENLAND,Greenland dingin sekali tidak panas banyak pepohonan juga es,2024-10-11T03:17:05Z,16,3,2,,UC1VgnUodsglBR-1XoSh9XCA,@FILLIOAHZA,8,16,DE,title_only_greenland_generic_or_numbers
LuOEXgvTGvk,GREENLAND,"Greenland tempat impian bagi semua manusia, sejuk udara bersih bisa nambah kesehatan",2024-10-11T07:15:48Z,16,1,0,,UCQD1H7mY7-aYGCdaeXrAv8Q,@KHAYLAALMEIRA11,12,14,ID,title_only_greenland_generic_or_numbers
a6sgAEjhop8,Greenland,,2024-10-14T02:47:58Z,23,8,9,2,UCnj-469cShzldON3HRPI0UA,মনোরঞ্জন ,57,356,,title_only_greenland_generic_or_numbers
fvPyyAkr2c0,Greenland,,2024-10-14T22:45:17Z,14,904,34,0,UCa_FDQ2HirkHE-P0XWIBwtg,Gopal,1000,768,,title_only_greenland_generic_or_numbers
nwGsr_9wAjw,Greenland,,2024-10-17T06:53:08Z,60,53,5,0,UCMG_yQ-VgC2I-vHwWqBb0wQ,Puja Bhandary,137,62,,title_only_greenland_generic_or_numbers
d4mqemXyj2s,Greenland,,2024-10-19T19:38:58Z,16,451,12,0,UC8C34aE-sdUhvUSl5R41gEw,Nguyễn thắng vlog,35,62,,title_only_greenland_generic_or_numbers
RxLM0dRj058,#greenland,,2024-10-20T17:09:50Z,3,2,3,0,UChHSYas2bN3i5c0JJAvwrEg,Yusra Munir,87,161,,title_only_greenland_generic_or_numbers
3duyD6vteS4,#greenland,,2024-10-20T17:11:08Z,3,3,3,0,UChHSYas2bN3i5c0JJAvwrEg,Yusra Munir,87,161,,title_only_greenland_generic_or_numbers
YhCcLz-3FMk,Greenland,,2024-10-25T04:12:18Z,16,362,17,1,UCTAAE3PX3VCRSOlmbkOhyOQ,Tacaz Game ,25,25,PK,title_only_greenland_generic_or_numbers
_q2XwiR81mg,Greenland video 2024,Holiday video from Greenland 10. October 2024,2024-10-25T19:16:46Z,68,14,1,0,UCi4c8EPf3XLZOiHZm-hA2yg,Thomas Christensen,27,42,DK,title_only_greenland_generic_or_numbers
kRf9NsJY2ns,Greenland,#greenland #mountains #nature #travel,2024-10-26T17:45:22Z,60,531,16,0,UCzbWTzCBWK_-p5GBC5FWbvQ,Kakirman,68,15,,title_only_greenland_generic_or_numbers
690sI5PBcqw,Greenland 💚,,2024-11-01T07:16:22Z,61,74,5,2,UCD_iYttJdotkL7ZC2J5ENAg,"krishna,all activity chennel",25,101,,title_only_greenland_generic_or_numbers
C8SW0YkwaAk,Greenland,All about Greenland,2024-11-08T00:18:36Z,319,15,1,0,UCBRyWMKE0uoW7Pyo_K634QA,Lboy,394,52,US,title_only_greenland_generic_or_numbers
klSjrI8jB7A,Greenland,,2024-11-08T02:21:03Z,42,525,,0,UCOsGZ5_NkCefxckkSupTTjg,Daily Life ,45,62,,title_only_greenland_generic_or_numbers
1kzFd0tFcuE,Greenland April 2024,,2024-11-10T02:55:18Z,523,41,,,UCVXpd-tgSC-D6MUPFrYc3eQ,privatevideomaker,427,47,,title_only_greenland_month_year
Q_FdErxMrqA,Greenland video☘️🌿,,2024-11-10T03:53:25Z,7,446,67,0,UCLxFrU6jErSqUdl7ICQIaWQ,wall decorators hosur manjunath,1750,609,,title_only_greenland_generic_or_numbers
uO6Z3NAaQxo,Greenland 🇬🇱 #greenland,,2024-11-28T03:33:32Z,16,435,6,0,UCzXCv-qjjqPq5HHDuaRdFFQ,Raavanan Karnan,923,646,,title_only_greenland_generic_or_numbers
YyHFx9y9btI,#shorts #greenland,"#greenland #travel #travelvlog 
#appithetravelvlogger 
#shortstravel 
Use #copyrightfreemusic 
YouTube music library
#sarva
#servagam
#india",2024-11-29T06:26:01Z,12,666,,0,UCMgXTinbv-HXz3nT7_SZNCQ,Appi The Travel Vlogger,4900,998,IN,title_only_greenland_generic_or_numbers
FFVMVjGi_OQ,🏞🌊#greenland🌌🌌,,2024-12-10T09:10:51Z,28,7,0,0,UC1YhaI8dhVkBKurTJ9jGuBQ,Gulshan Raj,54,176,OM,title_only_greenland_generic_or_numbers
yeTcRAz-mek,#greenland,,2024-12-19T20:24:51Z,20,25,1,0,UCZchNPqX_Tt9oZ5AwtHIpJg,Zəhra Hüseynova,143,645,,title_only_greenland_generic_or_numbers
uzflvlkd5GU,#greenland🏝️,,2025-01-10T08:40:11Z,38,682,6,0,UC6D1l_gVLcmUEz4uXwJouyQ,Beyond The Ordinary,230,199,IN,title_only_greenland_generic_or_numbers
EGt7WlqBXxM,Greenland,,2025-02-15T05:01:06Z,151,52,7,2,UC0jSB6O5cFsObHKnkQ6vNfA,Maari,20,38,,title_only_greenland_generic_or_numbers
Cz06DUHWU5U,GREENLAND,"Much talk about our 52nd state so I thought you might like to hear an old whaling song about GREENLAND.  Check out my other videos:  https://www.youtube.com/watch?v=0fFgDjQF6Fc
 https://www.youtube.com/watch?v=0fFgDjQF6Fc
 Enjoy!",2025-02-22T00:29:17Z,173,54,2,0,UCpSDx48UfeX_fgAbtZEsYUg,William Darrow,103,20,US,title_only_greenland_generic_or_numbers
xwIg-NiCUf4,Greenland,,2025-03-05T03:59:47Z,44,500,3,1,UCVFFMWvhMpFPWtQg4KHbTfQ,Jeff Droz,7,13,,title_only_greenland_generic_or_numbers
rzORU9PynxI,GREENLAND,"A original song, based on current events.",2025-03-12T00:57:41Z,149,203,5,0,UCCPIWq8X9XJtCGYNT8FmCOA,Rich Maschner,35,47,,title_only_greenland_generic_or_numbers
YrW6psoWW-Q,#Greenland,,2025-03-16T08:58:39Z,13,31,3,0,UCGqFNnywAb0keYDqi2K9m5g,Cheziee,5,11,,title_only_greenland_generic_or_numbers
_5H0prfnF3Y,greenland,"Provided to YouTube by DistroKid

greenland · Wearfoi · Wearfoi

TRAIN WAR

℗ freedomtothesound

Released on: 2023-12-17

Auto-generated by YouTube.",2025-03-27T02:44:03Z,140,11,0,0,UCz6S8plgz9QXaSYfwMSNYGw,Wearfoi - Topic,12,71,,title_only_greenland_generic_or_numbers
tlp-gXg-6Qo,Greenland,,2025-03-27T20:07:09Z,17,151,1,1,UCkfzsJnFA8qFStmUwUNxwgQ,Baby grey Roblox ,42,44,,title_only_greenland_generic_or_numbers
tZsRbJ0jeSw,#greenland,,2025-04-29T22:09:20Z,28,1811,5,0,UCZKWH_nIl7BP3eQA6YYUG_g,The Land of Ice Official,2030,232,PH,title_only_greenland_generic_or_numbers
Bz8caN_tYsM,Greenland,,2025-05-02T18:07:36Z,59,1052,12,2,UCyzhrFiXnXEreJTEdYPPWew,Measure Cut Craft,389,104,,title_only_greenland_generic_or_numbers
y6kwizrOfeM,GreenLand,,2025-05-03T23:35:05Z,62,910,13,1,UCE8OPkcej0JpYDCCPgWwS5g,GeoVibesUSA,10,37,US,title_only_greenland_generic_or_numbers
JAnPVRLIwJ8,Greenland,,2025-05-04T18:41:54Z,54,15,0,,UChmZbSIt3Tbc879vhoehM9A,Özgül UZUN,144,74,,title_only_greenland_generic_or_numbers
73tCG862360,GREENLAND,,2025-05-05T05:46:36Z,56,147,4,0,UC6RV49X9caYJMpJAx9ECOWQ,KAUSAR_AMAN_VLOG,160,33,,title_only_greenland_generic_or_numbers
bfenuIIK8sM,Greenland,,2025-05-06T05:00:52Z,60,267,1,0,UCh7p3qif0XyAMHf7qckAhDw,Smartytraveler,10,58,,title_only_greenland_generic_or_numbers
ua3msJr66n4,greenland 07.05.2025,,2025-05-07T18:37:40Z,37,384,2,0,UCKP7eNw-KhdUc3QXOk0aAzQ,guldana.akylbaikizi,81,76,,title_only_greenland_date
7MHktGk4GBk,MY GREENLAND!,,2025-05-09T23:08:27Z,10,29,0,0,UCLLswNcYmQNv4aq1dM0lenw,Denmark the maper,83,98,,title_only_greenland_generic_or_numbers
x27Y8KiMJH8,Greenland,,2025-05-15T06:11:42Z,11,1470,4,0,UCwvZ_mPlnTTjsoHR3RIGsvQ, ZX gaming 92,1080,232,,title_only_greenland_generic_or_numbers
vIgMhpcBnHA,🍀☘️💕#shorts #greenland,,2025-05-25T08:40:47Z,60,962,18,1,UCqYjNW1i678pxQUo1SG48bg,S -Tube,12900,31,LB,title_only_greenland_generic_or_numbers
OXQgU1Aq76w,#greenland 💚😚,,2025-05-28T09:15:30Z,11,205,3,0,UCRS-2El05gk_ZXNoX7oLRVQ,baksa girl,20,8,,title_only_greenland_generic_or_numbers
fOOnqaDuigc,#greenland,,2025-05-31T10:01:06Z,24,152,0,0,UC1kQCQZKHB-wT0Mh2p0_2BQ,Wander Nik explores.,68,127,,title_only_greenland_generic_or_numbers
QzxRE-Hh2KM,Greenland,"Greenland is the world’s largest island, located between the Arctic and Atlantic Oceans, and is an autonomous territory within the Kingdom of Denmark. Despite its name, much of Greenland is covered by a vast ice sheet, making it mostly white rather than green. The island is home to stunning natural landscapes, including glaciers, fjords, and the northern lights. Most of its small population lives along the ice-free coastal areas, with Inuit culture playing a central role in daily life. As the Arctic warms, Greenland’s melting ice is becoming a key focus in climate change research.

Welcome to KnowledgeBytes! Dive into bite-sized knowledge! We bring you quick, insightful videos on a variety of fascinating topics. Join us for small doses of learning and discovery!

Are you curious about the world around you? Do you love learning fascinating facts and uncovering the mysteries of our planet, history, science, technology, and beyond? You've come to the right place!

At KnowledgeBytes, we bring you engaging and informative videos that explore a wide range of topics, from the wonders of nature and the secrets of space to the intriguing stories of history and the latest advancements in technology. Our mission is to ignite your curiosity and expand your knowledge, one video at a time.

Join us as we dive into:
 - Amazing Facts and Trivia: Discover fun and mind-blowing facts that will amaze and entertain you.
- Educational Videos: Learn something new with our in-depth explorations of various subjects.
- Science and Technology: Stay updated with the latest discoveries and innovations that are shaping our world.
- History and Geography: Travel back in time and around the globe to uncover fascinating stories and places.
- Nature and Animals: Get up close with the wonders of the natural world and its incredible inhabitants.

Whether you're a lifelong learner, a trivia enthusiast, or just someone who loves to explore new ideas, Knowledge Quest has something for you. Don't forget to subscribe and hit the notification bell so you never miss an adventure!

Stay curious, stay informed, and keep exploring with KnowledgeBytes!

Should you wish to contact us, you can do so by sending an email to : contact@theknowledgeco.org",2025-06-07T08:00:33Z,43,251,,0,UCgJnVIYdamdcPsmCGQrGdsw,KnowledgeBytes,1580,264,DE,title_only_greenland_generic_or_numbers
-wtlGaffpqg,Greenland,"Provided to YouTube by DistroKid

Greenland · Gasp · Gasp

Greenland

℗ gaspmf

Released on: 2025-06-13

Auto-generated by YouTube.",2025-06-13T00:41:11Z,132,4,0,0,UCan-qNyTwLEqHdu818RlGfQ,Gasp - Topic,2,95,,title_only_greenland_generic_or_numbers
kjvwb-TeyD0,Greenland,,2025-06-18T00:54:09Z,37,1551,3,0,UCXWaLY1eBBCtm46FyfV-LMA,Stefanntorr ,253,300,,title_only_greenland_generic_or_numbers
TvSFGQki8HA,Greenland Greenland,,2025-06-22T05:53:55Z,32,115,7,1,UCdZAoVsLflqpVEx8S_txTjg,Arshiya-q2i,968,507,,title_only_greenland_generic_or_numbers
1ohee3Fvw-o,greenland,,2025-06-25T22:17:07Z,26,7,0,,UCFY43q4yzZUN-OKMkdvkLnw,OfficiallyNooby,134,114,,title_only_greenland_generic_or_numbers
b9Ki69QCk2A,#trending #viral #greenland,,2025-06-28T10:38:03Z,20,334,8,0,UCUXNIMyM0njq7xAlE75KcAA,choto the iran man @iran,29,53,,title_only_greenland_generic_or_numbers
jIt6w6VhIwo,Greenland,,2025-07-03T05:48:38Z,14,44,3,1,UCZIhkLtKNElIZJ2dIp520xA,Masud yt,20,22,,title_only_greenland_generic_or_numbers
YSlwLRiEO2E,Greenland,,2025-07-09T06:40:35Z,16,150,1,0,UCYvO3gHoZ39k09ZdXbHiEWA,m.a.g.2025,3,10,,title_only_greenland_generic_or_numbers
igQp3XvEZg4,W Greenland,,2025-07-12T02:55:46Z,11,474,4,0,UCbSALSKUygMIZ_kZhDcmNag,Alech,83,317,US,title_only_greenland_generic_or_numbers
B357EY9kKJM,#greenland#J,,2025-07-15T17:50:44Z,18,24,1,0,UCZ-tNQlkYGxRG-5ZT-eerGA,Hã4êêm ëdï5ß💀,299,127,,title_only_greenland_generic_or_numbers
nqYLrJLrDpI,GREENLAND 🇬🇱,,2025-07-16T07:01:20Z,60,29,4,0,UCXfVe_cnFa8Y-aWpTacJn8w,BHAAWNA@ SHORTS,587,894,IN,title_only_greenland_generic_or_numbers
ytUFFCGo85s,Greenland,,2025-07-19T02:21:34Z,12,1,1,0,UCg_YretDLe32l6m2gnJAAhw,Hannan Marci,0,1,,title_only_greenland_generic_or_numbers
zWh5li6G0QY,#Greenland,,2025-07-20T07:20:15Z,16,1037,1,0,UCiJh9_hSUusi9b084QF6WQQ,Tazeem Qureshi,33,58,,title_only_greenland_generic_or_numbers
6OdZAaS-AGY,greenland,,2025-07-23T03:02:32Z,7,391,3,0,UCrAI6o59prtb-92rymOu4iA,ACE VLOG,22,42,,title_only_greenland_generic_or_numbers
YnslqMsEaq8,Greenland ❤️‍🩹 🇲🇫,,2025-08-22T00:14:26Z,53,709,7,0,UCGf2W1_HhvyFL5AsdeqdThQ,Borshon Datta,44,44,,title_only_greenland_generic_or_numbers
JrduZDjGHtw,#shorts #greenland,,2025-08-22T16:37:56Z,18,18,0,0,UCAMaK21NoaAEeQfAQ2grmig,Grace,4,7,,title_only_greenland_generic_or_numbers
LJ5qRmqze4o,Greenland,,2025-09-04T04:32:33Z,16,109,3,0,UCA-BeGD9_GaYg6LHW1GAfag,Rakib Ahmed,74,150,,title_only_greenland_generic_or_numbers
CNb2xj7ywvQ,Greenland,,2025-09-10T06:39:44Z,28,306,5,0,UCXhB4PF6-CU34r7w8QLh8gw,Umer khan Shoes Material ,77,111,,title_only_greenland_generic_or_numbers
rTpRqCZHBho,Greenland❌,,2025-09-12T04:22:21Z,9,54,0,0,UCwlXq-2DYU0-ILIw3pQkb9A,Revin 😼,435,670,,title_only_greenland_generic_or_numbers
5KEPHOzFVOg,Greenland,,2025-09-24T09:30:38Z,11,175,6,0,UCNFuS0K6TdfNt3cnRiCJ9ww,Lucky vlogs 96,15,9,,title_only_greenland_generic_or_numbers
1NJawW21WqU,Greenland 2025,"Nuuk, Itilleq, Ilulissat, Uummannaq, Sisimiut",2025-10-04T02:35:47Z,832,192,12,1,UCGT3V5qjO-OwtDEgziFAtYw,Loong Chung,146,123,,title_only_greenland_generic_or_numbers
XpbBMQqSYms,Greenland,,2025-10-08T03:35:25Z,53,107,7,0,UCoMxke0t6eEv3bGFjM7B5uQ,Travelmaniac,11,4,,title_only_greenland_generic_or_numbers
Mh4TNMqYAT0,#Greenland 🇬🇱🇹🇭🇬🇱🇹🇭,,2025-10-13T17:02:56Z,20,1791,33,2,UCgK4NwJdq_UNK4-VEBU_Teg,เบียร์มาแว้ว,206,233,TH,title_only_greenland_generic_or_numbers
p3CsuXsoLH8,#greenland,,2025-10-18T17:58:03Z,28,103,1,0,UCtwuPRcK9DIFFo5qA4eNp1A, Pinoy Handyman  ,466,116,GL,title_only_greenland_generic_or_numbers
wIPtVb_bhxg,Greenland,,2025-10-18T23:35:26Z,106,1175,37,0,UC2wm7S0ftqeVmwcvqxPezgQ,Aronics Movie Trip,4,8,,title_only_greenland_generic_or_numbers
RigE2A3NDWA,Greenland,,2025-10-19T05:40:22Z,16,1763,21,0,UCI8TzLn2s0kS4paVauv3GdQ,Draji DOT com,23,29,,title_only_greenland_generic_or_numbers
hLeTgFaAhc0,#greenland,#nature #naturelovers #naturephotography,2025-10-19T13:23:12Z,6,238,2,0,UC-Z_IIZwk1k1mW3OLgDaC6g,Find me,580,517,,title_only_greenland_generic_or_numbers
aGEyJtZa4uo,@greenland 💚💚💚,,2025-10-20T05:14:26Z,8,1287,14,0,UCmerwC_OxwOwpPvtOdQqu4w,Balu Supriya,539,344,,title_only_greenland_generic_or_numbers
R-i84f5oTBM,#Greenland#,,2025-10-25T01:41:57Z,69,906,20,0,UCCeo-_28A_-dJnWz1PPVGZA,Noor Mohammad,17,41,,title_only_greenland_generic_or_numbers
-gbsnjZ_QYI,Greenland,,2025-10-28T02:07:22Z,16,2,0,0,UC9taQzyWXpwMNNFV977qd4w,นิรัชญา หมอนทอง,14,1668,,title_only_greenland_generic_or_numbers
Za8J3oCIKbY,greenland,,2025-10-30T03:57:41Z,17,25,1,1,UCRZCKAfQ-tkkyDi3diiNLQw,MegaStruct Creations,174,32,EG,title_only_greenland_generic_or_numbers
y1M5p85rBJ4,#greenland,,2025-11-03T19:31:33Z,13,3,1,0,UCjZWmkPGYdLV1DandbQ36RQ,Deep Naskar,80,328,,title_only_greenland_generic_or_numbers
xnJD8HtYGfc,the Greenland ☃️🌨️,,2025-11-12T01:45:09Z,18,13,1,0,UCVD1Z-XZRs2EH6Kqt2t5V4Q,JohnTV,0,6,,title_only_greenland_generic_or_numbers
zByjbwOpGlw,Greenland part 2,,2025-11-14T07:09:10Z,29,317,4,0,UC78l5-KO0I_S09haRJNjz4Q,knowledge liya karo ,11,8,,title_only_greenland_generic_or_numbers
Dzrx0nVc4WM,The Greenland,,2025-11-14T07:56:44Z,11,22,1,0,UChV_MM0jSFGDNR-ItMIf-tw,Suganiya Valance Stphen Tony ,29,51,,title_only_greenland_generic_or_numbers
7WEtgaavzTs,Greenland part 3,,2025-11-15T05:35:46Z,24,1095,10,0,UC78l5-KO0I_S09haRJNjz4Q,knowledge liya karo ,11,8,,title_only_greenland_generic_or_numbers
L0xwrAg9oKo,#greenland,,2025-11-15T22:11:23Z,8,7,1,0,UCgtz-ufM01i7vnJAZ1VgMIA,Chart Guru Ji,1,22,IN,title_only_greenland_generic_or_numbers
0iJYkDovTFU,#viral #shorts #the #Greenland,,2025-11-20T18:55:46Z,7,0,0,0,UCl1dg5t1pa6ujYiMCs6urDg,History Earth ,0,3,,title_only_greenland_generic_or_numbers
H9ws7ZGH37E,Greenland 🇬🇱,#Greenland #VisitGreenland #GreenlandTravel #GreenlandAdventure #ArcticLife #ArcticTravel #DiscoverGreenland #TravelTikTok #TravelReels #HiddenGems #NatureVibes #Icebergs #GlacierViews #Wanderlust #ScenicViews #BucketListTravel,2025-11-21T02:26:58Z,13,215,,0,UC6XFIr1n9jgDsxrjmyoCjaw,SightScape,126,73,,title_only_greenland_generic_or_numbers
Sof-E3PLkbQ,Greenland,,2025-11-21T08:20:23Z,9,148,0,0,UCQrSspYGzWDugCQXk8p0PSw,Stranger2904,19,85,,title_only_greenland_generic_or_numbers
OgpE7Kkst0g,👑🖐️👽🤚❄️❄️❄️🙏💙🪐Greenland 🙏,,2025-11-22T05:13:50Z,26,496,17,0,UCIxvuk0ACPIcztAYGiJHnmQ,Margo Reina de Groenlandia,801,1927,FR,title_only_greenland_generic_or_numbers
jFNIcXGQiro,greenland,,2025-12-05T04:57:52Z,18,641,10,0,UCcukaZSsBIwG4r37_TpbMWw,🫐𝙴𝚞𝚐𝚎𝚗𝚎 𝙴𝚊𝚝𝚎𝚛🫐,1530,614,,title_only_greenland_generic_or_numbers
liMF_n2xAXQ,Greenland,,2025-12-06T18:45:52Z,51,17,3,1,UCW7XxF0fFI1CjiPLEKo91aw,Amore Mio,108,65,,title_only_greenland_generic_or_numbers
BseZnYkv5Go,#greenland,,2025-12-09T22:57:35Z,14,733,4,4,UC90t_XemvtwzjRKvMNCgX1A,denmarks stuff,342,130,PH,title_only_greenland_generic_or_numbers
937pTV8SkQM,GREENLAND,"Greenland may sound green, but it’s one of the most ice-covered places on Earth. This massive island hides ancient climate records beneath its ice—and now, that ice is melting faster than ever. In this video, we explore the surprising history behind Greenland’s name, the secrets locked inside its glaciers, and why what happens there could affect the entire planet.

#Greenland #ClimateChange #MeltingIce #EarthSecrets #GlobalWarming #DidYouKnow #MindBlowingFacts #PlanetEarth #EnvironmentalFacts",2025-12-16T14:05:06Z,56,1350,32,3,UCod3jRkvFt-imInFyoSl8AQ,Flicksy,13,20,,title_only_greenland_generic_or_numbers
A2EdlHkEUFY,Greenland 2,Greenland 2,2025-12-20T02:01:15Z,14,203,2,0,UCHy_4MTauc2y2Xumi5eXRsg,Social Buzzing,1390,52,JM,title_only_greenland_generic_or_numbers
7ddK-LU2An8,Greenland,,2025-12-25T06:02:43Z,47,1392,14,0,UCSR0RdjewUycA07kZh05AOg,KIKLU,6,36,,title_only_greenland_generic_or_numbers
eWGhOlbraH8,#greenland,,2025-12-27T08:26:29Z,16,160,6,1,UC37WAJs67fAPqVt31o4C8hw,Sapna Anand jha ,68,203,,title_only_greenland_generic_or_numbers
cTK55p3yst8,#greenland #shortvideo #viral,,2025-12-27T11:12:10Z,37,1048,11,0,UC1eLyDGqzS2iQGWT9eJxHaw,SAKALA VARTHA,11700,1000,IN,title_only_greenland_generic_or_numbers
4SLf-RocaF8,#greenland,,2026-01-03T23:24:53Z,16,36,3,0,UC7RhFFOYkaR0AZAxJrmZpKg,ROBLOX67,50,30,,title_only_greenland_generic_or_numbers
qX5twcj5tQ0,Greenland #ytshorts #shortvideo #greenland,,2026-01-28T03:07:10Z,19,63,0,0,UCvC3pFOBM3_PZSdVNj01z1Q,Punjab Greenleaf Garden ,12000,749,PK,title_only_greenland_generic_or_numbers
0j6bG6yEE4w,Greenland,,2026-01-31T20:57:17Z,23,9,1,0,UCMsUEDYEflDSeiXwD6TREWQ,USAisgoat,1,10,,title_only_greenland_generic_or_numbers
MFF0v_vHJLU,Greenland,,2026-01-31T21:11:00Z,47,74,0,0,UCAeRfQb66bp6gVGcf0lZ-sw,I found Dori,474,235,US,title_only_greenland_generic_or_numbers
Z-bu87qE4D8,Greenland,salju berlafadz الله,2026-01-31T23:03:33Z,59,233,5,0,UCt0BCW3HXR96_wqnAOTAVpg,Baleu NFC Media,917,164,ID,title_only_greenland_generic_or_numbers
vjvxIMDTUrY,#greenland,,2026-02-01T02:16:02Z,8,353,1,0,UCZiJ9oRJwUnLLbt4rsa035Q,Newsiccality,92,166,,title_only_greenland_generic_or_numbers
VB1Rz45rk7w,Greenland,,2026-02-01T04:59:00Z,108,486,3,0,UCed7JMg0gV4UhVHX6wLDfsg,Nallathokke Ariyam ,23300,1393,IN,title_only_greenland_generic_or_numbers
Sq_LQGry2UQ,#greenland,,2026-02-01T15:53:12Z,10,48,4,0,UCjXO6E6KkF-5zp6X_Oh8KdA,Vajitube,22200,1472,PK,title_only_greenland_generic_or_numbers
k8hIFxQonXs,Greenland,Been writing this the last couple weeks. Hope you like it! Wishing strength to Greenland from Sweden. Inspired by the goat Jesse Welles #greenland #iceland #grammys2026 #jessewelles,2026-02-01T19:18:56Z,132,626,40,23,UC8_iD8rfpA2_Mlo5cl1IflA,Erik Rudholm,523,290,,title_only_greenland_generic_or_numbers
B1Dt_6kboVo,#greenland,,2026-02-05T01:14:50Z,15,75,1,0,UC2Klz4bAmLL0ppwTs4B512g,evan kirstel,119000,2729,US,title_only_greenland_generic_or_numbers
9mFXnnF2k18,💚GreenLand,,2026-02-15T20:35:07Z,59,4,0,0,UCkhcHDaegax5AXge70GeWTQ,moonroxxx,4420,2509,,title_only_greenland_generic_or_numbers
r5LXyCmJqDM,#greenland,,2026-02-16T02:39:16Z,63,1053,33,0,UCQR413zrJy3_K5klIRNCMhg,Daily Briefing,231,226,,title_only_greenland_generic_or_numbers
AMXH_-L3cQE,Greenland #Greenland,,2026-02-22T12:04:37Z,16,16,1,0,UCQ0rwHObRhvaVxhaEAhvufA,Ai BABA 87 KiNG,45,38,,title_only_greenland_generic_or_numbers
O0ZmshhBqic,#greenland,,2026-02-25T03:01:38Z,29,402,7,0,UCzXfgN3EMuMn8SvJxdDDY6Q,Abel Bala,6,8,,title_only_greenland_generic_or_numbers
hhUyXWbgAMw,#trending #yshorts #greenland,,2026-02-27T14:51:02Z,16,37,1,0,UCYgcYLsF1NhH_yUqCPzC6UA,Vortex Digital AI,2540,633,PK,title_only_greenland_generic_or_numbers
RZ-lS175c_Y,#yshorts #greenland,,2026-02-27T15:04:43Z,13,42,2,0,UCYgcYLsF1NhH_yUqCPzC6UA,Vortex Digital AI,2540,633,PK,title_only_greenland_generic_or_numbers
MLRlHce8O-8,Greenland,#greenland #denmark #trump #NATO #vidIQ #YouTubeGrowth #ContentCreatorTools #YouTubeTips #Affiliate,2026-02-27T17:15:43Z,41,539,3,0,UCUv5RZAGk-b2K18ZMLM28EA,Papa Delta Storytelling,35,101,NL,title_only_greenland_generic_or_numbers
cfP8PWKOKes,Greenland,,2026-03-02T11:26:50Z,61,616,10,2,UCuyogxhOmPuKve3mOMd5MgQ,Hàm mê bão :))),438,313,,title_only_greenland_generic_or_numbers
